review,processed_text,sentiment_score,sentiment_label
pesan gocar susahnya ampun posisi drivernya kejauhan kasihan drivernya tarif ga jemputnya,"['pesan', 'gocar', 'susah', 'ampun', 'posisi', 'drivernya', 'jauh', 'kasihan', 'drivernya', 'tarif', 'ga', 'jemput']",-16,Negative
diskon banget ongkir mahal pesanan memuaskan salah lestoran gabisa protes pencet selesai driver bad aplikasi 👎👎👎,"['diskon', 'banget', 'ongkir', 'mahal', 'pesan', 'muas', 'salah', 'lestoran', 'gabisa', 'protes', 'pencet', 'selesai', 'driver', 'bad', 'aplikasi']",-15,Negative
tolong ya perbaiki fitur go transit nya pesan go transit pas scan buka fitur stuck loading aja bikin masuk stasiunnya ya,"['tolong', 'ya', 'baik', 'fitur', 'go', 'transit', 'nya', 'pesan', 'go', 'transit', 'pas', 'scan', 'buka', 'fitur', 'stuck', 'loading', 'aja', 'bikin', 'masuk', 'stasiun', 'ya']",0,Neutral
kesini gajelas susah dpt driver pake yg prioritas dpt applikasi eror chat driver kadang ga sampe jd jelek aplikasi,"['kesini', 'gajelas', 'susah', 'dpt', 'driver', 'pake', 'yg', 'prioritas', 'dpt', 'applikasi', 'eror', 'chat', 'driver', 'kadang', 'ga', 'sampe', 'jd', 'jelek', 'aplikasi']",-10,Negative
gojek pilihpilih penumpang ya meraka ga terima orderannya pilih yg hemat ngapain gojek hemat dibikin klo gitu terima orderah pakee prioritas jaraknya deket pilihpilih tu liat jarak penumpang pergi deket doang rumah yg prioritas 😡 prioritas pakai emg gocar jarak tempuh,"['gojek', 'pilihpilih', 'tumpang', 'ya', 'raka', 'ga', 'terima', 'order', 'pilih', 'yg', 'hemat', 'ngapain', 'gojek', 'hemat', 'bikin', 'klo', 'gitu', 'terima', 'orderah', 'pakee', 'prioritas', 'jarak', 'deket', 'pilihpilih', 'tu', 'liat', 'jarak', 'tumpang', 'pergi', 'deket', 'doang', 'rumah', 'yg', 'prioritas', 'prioritas', 'pakai', 'emg', 'gocar', 'jarak', 'tempuh']",-10,Negative
baiknya gofood fitur balas pesan otomatis kenyamanan driver customer menunggu pesan driver,"['baik', 'gofood', 'fitur', 'balas', 'pesan', 'otomatis', 'nyaman', 'driver', 'customer', 'tunggu', 'pesan', 'driver']",-5,Negative
kecewa sistem gopay pinjam udh bunga potongan potong la biar cair nya genap kaya aplikasi aneh banget sistem nya sekian star minimal ubah sistem nya,"['kecewa', 'sistem', 'gopay', 'pinjam', 'udh', 'bunga', 'potong', 'potong', 'la', 'biar', 'cair', 'nya', 'genap', 'kaya', 'aplikasi', 'aneh', 'banget', 'sistem', 'nya', 'sekian', 'star', 'minimal', 'ubah', 'sistem', 'nya']",-38,Negative
order gofood tekan lihat rekomendasi resto diarea error ya plis gini memuaskan,"['order', 'gofood', 'tekan', 'lihat', 'rekomendasi', 'resto', 'area', 'error', 'ya', 'plis', 'gin', 'muas']",4,Positive
kecewa dg aplikasi gofood yg error tp tlp call center kendala akun solusi,"['kecewa', 'dg', 'aplikasi', 'gofood', 'yg', 'error', 'tp', 'tlp', 'call', 'center', 'kendala', 'akun', 'solusi']",-6,Negative
tolong mimin gopay perangkat handphone permudah nya verifikasi wajah login susah gagal keluhan nasabah yg berganti perangkat handphone handphone rusakmatot membuka handphone,"['tolong', 'mimin', 'gopay', 'perangkat', 'handphone', 'mudah', 'nya', 'verifikasi', 'wajah', 'login', 'susah', 'gagal', 'keluh', 'nasabah', 'yg', 'ganti', 'perangkat', 'handphone', 'handphone', 'rusakmatot', 'buka', 'handphone']",-12,Negative
berlangganan nyaman aplikasi pengalaman bikin jengkel perjalanan melewati tol si driver tarif pemakaian tol komplain via cs operator by system menangani penanganan saldo gopay habis mending uninstall pakek aplikasi sebelah,"['langgan', 'nyaman', 'aplikasi', 'alam', 'bikin', 'jengkel', 'jalan', 'lewat', 'tol', 'si', 'driver', 'tarif', 'pakai', 'tol', 'komplain', 'via', 'cs', 'operator', 'by', 'system', 'tangan', 'tangan', 'saldo', 'gopay', 'habis', 'mending', 'uninstall', 'pakek', 'aplikasi', 'belah']",-19,Negative
top up saldo ga dihubungkan apk yg payment pin nya bermasalah hufft,"['top', 'up', 'saldo', 'ga', 'hubung', 'apk', 'yg', 'payment', 'pin', 'nya', 'masalah', 'hufft']",0,Neutral
aplikasi layanan yg membantu tp skr gofood nya mengantar bbrp pesanan alamat yg berbeda yakadang jd,"['aplikasi', 'layan', 'yg', 'bantu', 'tp', 'skr', 'gofood', 'nya', 'antar', 'bbrp', 'pesan', 'alamat', 'yg', 'beda', 'yakadang', 'jd']",-15,Negative
gopay letter bagus flexible metode pembayaran jatuh tempo rejeki dibayar jgn nunggu pas tanggal tagihan bayar,"['gopay', 'letter', 'bagus', 'flexible', 'metode', 'bayar', 'jatuh', 'tempo', 'rejeki', 'bayar', 'jgn', 'nunggu', 'pas', 'tanggal', 'tagih', 'bayar']",-24,Negative
bye gojek mending sebelah aja iklan lu bikin muak abis iklan gosend muncul iklan gofood aja lu iklanin diskip iklan masuk aplikasi nya maksa banget sumpah iklan lu sampah plus maksa,"['bye', 'gojek', 'mending', 'belah', 'aja', 'iklan', 'lu', 'bikin', 'muak', 'abis', 'iklan', 'gosend', 'muncul', 'iklan', 'gofood', 'aja', 'lu', 'iklanin', 'skip', 'iklan', 'masuk', 'aplikasi', 'nya', 'maksa', 'banget', 'sumpah', 'iklan', 'lu', 'sampah', 'plus', 'maksa']",-40,Negative
pesan makanan banget dapet driver nyasampai pesan makanan pakai aplikasi sampainya duluan aplikasi lainpadahal setia pakai gojek semenjak awaltapi berfikir berpaling aplikasi lainmohon diperbaiki sistemnya terimakasih,"['pesan', 'makan', 'banget', 'dapet', 'driver', 'nyasampai', 'pesan', 'makan', 'pakai', 'aplikasi', 'sampai', 'duluan', 'aplikasi', 'lainpadahal', 'setia', 'pakai', 'gojek', 'semenjak', 'awaltapi', 'berfikir', 'paling', 'aplikasi', 'lainmohon', 'baik', 'sistem', 'terimakasih']",-27,Negative
kecewa banget limit gopaylatter dibekukan alasan sdh x pdhl tdk tunggakan cicilan yg parah saldo gopay berkurang krn pembayaran go bills yg tdk transaksi sorry turunin rating nya smga diperbaiki,"['kecewa', 'banget', 'limit', 'gopaylatter', 'beku', 'alas', 'sdh', 'x', 'pdhl', 'tdk', 'tunggak', 'cicil', 'yg', 'parah', 'saldo', 'gopay', 'kurang', 'krn', 'bayar', 'go', 'bills', 'yg', 'tdk', 'transaksi', 'sorry', 'turunin', 'rating', 'nya', 'smga', 'baik']",-5,Negative
pesan makanan gofood praktis promonya tinggal pesan gofood duduk manis dirumah tinggal tunggu makanan dikirim yg promonya terus👍,"['pesan', 'makan', 'gofood', 'praktis', 'promonya', 'tinggal', 'pesan', 'gofood', 'duduk', 'manis', 'rumah', 'tinggal', 'tunggu', 'makan', 'kirim', 'yg', 'promonya', 'terus']",-9,Negative
parah sig daftar aplikasimau daftarkatany email sdh terdaftarpaadahl instalgiliran log injuga g bisaaneh deh,"['parah', 'sig', 'daftar', 'aplikasimau', 'daftarkatany', 'email', 'sdh', 'terdaftarpaadahl', 'instalgiliran', 'log', 'injuga', 'g', 'bisaaneh', 'deh']",-8,Negative
aman aja gojekgopay tolong kalo emang pasang iklan dimanapun terserah duolingo ga iklannya tuh yg sound nya kalem pengguna duolingo belajar pake volume keras ngelatih listening trus misi kelar tibatiba dikasih iklan sound nya bikin kaget trus ribet tuh ngeganggu banget tolong ya min tolong seenggaknya ganti sound iklannya tolong bangetttttt,"['aman', 'aja', 'gojekgopay', 'tolong', 'kalo', 'emang', 'pasang', 'iklan', 'mana', 'serah', 'duolingo', 'ga', 'iklan', 'tuh', 'yg', 'sound', 'nya', 'kalem', 'guna', 'duolingo', 'ajar', 'pake', 'volume', 'keras', 'ngelatih', 'listening', 'trus', 'misi', 'kelar', 'tibatiba', 'kasih', 'iklan', 'sound', 'nya', 'bikin', 'kaget', 'trus', 'ribet', 'tuh', 'ngeganggu', 'banget', 'tolong', 'ya', 'min', 'tolong', 'enggak', 'ganti', 'sound', 'iklan', 'tolong', 'bangetttttt']",-13,Negative
jarang diskon dibanding pakai kartu kredit tampilan iklanmenu gak baris menu normal gofood kebanyakan gak nyaman,"['jarang', 'diskon', 'banding', 'pakai', 'kartu', 'kredit', 'tampil', 'iklanmenu', 'gak', 'baris', 'menu', 'normal', 'gofood', 'banyak', 'gak', 'nyaman']",-2,Negative
ribet restore akun aja hrus nunggu jam masukkin nomor yg akun hadeh pengen keliatan keamanan nya bagus tpi jatuhnya ngerepotin user males pake nya,"['ribet', 'restore', 'akun', 'aja', 'hrus', 'nunggu', 'jam', 'masukkin', 'nomor', 'yg', 'akun', 'hadeh', 'ken', 'liat', 'aman', 'nya', 'bagus', 'tpi', 'jatuh', 'ngerepotin', 'user', 'males', 'pake', 'nya']",-20,Negative
driver nyuruh ganti rute eh charge gila ya skrg gak masuk akal biaya driver maunya tol kasih edit lagilah diperjalanan driver mengakali penumpang alat online sistemnya diedit biaya tambahan diedit sistem online gila ya biaya ribu berubah ribu perjalanan driver nyuruh edit,"['driver', 'nyuruh', 'ganti', 'rute', 'eh', 'charge', 'gila', 'ya', 'skrg', 'gak', 'masuk', 'akal', 'biaya', 'driver', 'mau', 'tol', 'kasih', 'edit', 'lagi', 'jalan', 'driver', 'akal', 'tumpang', 'alat', 'online', 'sistem', 'edit', 'biaya', 'tambah', 'edit', 'sistem', 'online', 'gila', 'ya', 'biaya', 'ribu', 'ubah', 'ribu', 'jalan', 'driver', 'nyuruh', 'edit']",-28,Negative
driver suka nolak orderan over all puas tpi smga bsa manjadi bahan perbaikan depannya,"['driver', 'suka', 'nolak', 'order', 'over', 'all', 'puas', 'tpi', 'smga', 'bsa', 'manjadi', 'bahan', 'baik', 'depan']",-1,Negative
kecewa app gojek fitur pembatalan pemesanan makanan menit proses pencet fitur pesan salah pencet iya menit pesanan langsung disiapkan,"['kecewa', 'app', 'gojek', 'fitur', 'batal', 'mesan', 'makan', 'menit', 'proses', 'pencet', 'fitur', 'pesan', 'salah', 'pencet', 'iya', 'menit', 'pesan', 'langsung', 'siap']",-15,Negative
pelayanan buruk komplain berkali kali aplikasi terblokir kepastian kirim data bolak tandapan,"['layan', 'buruk', 'komplain', 'kali', 'kali', 'aplikasi', 'blokir', 'pasti', 'kirim', 'data', 'bolak', 'tandapan']",-12,Negative
ojol arogan jalan biaya penanganan pesan gofood masuk akal harga makanan ga sampe ribu penanganan sampe ribu,"['ojol', 'arogan', 'jalan', 'biaya', 'tangan', 'pesan', 'gofood', 'masuk', 'akal', 'harga', 'makan', 'ga', 'sampe', 'ribu', 'tangan', 'sampe', 'ribu']",-2,Negative
dear gojek pantes saham menurun calon bangkrut pesan gocar ditolak alasan harga promo murah sesuai driver gak kasih promo diskon gak disertakan wilayah jogja,"['dear', 'gojek', 'pantes', 'saham', 'turun', 'calon', 'bangkrut', 'pesan', 'gocar', 'tolak', 'alas', 'harga', 'promo', 'murah', 'sesuai', 'driver', 'gak', 'kasih', 'promo', 'diskon', 'gak', 'serta', 'wilayah', 'jogja']",-3,Negative
driver gofood palembang tambahan uang parkir belanja agen online drivernya tambahan uang parkir,"['driver', 'gofood', 'palembang', 'tambah', 'uang', 'parkir', 'belanja', 'agen', 'online', 'drivernya', 'tambah', 'uang', 'parkir']",2,Positive
mesen makanan make promo ga driver ambil gunanya promo bos aja ga masang gojek plus aneh kota ga gojek samsek sampe order kali memutuskan angkutan aje makan udah laper woi nungguin gojek kaga jelassss diater kaga aplikasi tolol bintang sampe kendalanya bener,"['mesen', 'makan', 'make', 'promo', 'ga', 'driver', 'ambil', 'guna', 'promo', 'bos', 'aja', 'ga', 'masang', 'gojek', 'plus', 'aneh', 'kota', 'ga', 'gojek', 'samsek', 'sampe', 'order', 'kali', 'putus', 'angkut', 'aje', 'makan', 'udah', 'laper', 'woi', 'nungguin', 'gojek', 'kaga', 'jelassss', 'diater', 'kaga', 'aplikasi', 'tolol', 'bintang', 'sampe', 'kendala', 'bener']",-18,Negative
tolong tambahin fitur nya biar pelanggan pesanan udah restonya driver nakal memfitnah restonya drivernya pickup orederan its oke kalo driver nya ngambil orderan nya terserah yaa memfitnah resto sengaja driver fitur tunggu resto ngefitnah resto tolong perbaiki,"['tolong', 'tambahin', 'fitur', 'nya', 'biar', 'langgan', 'pesan', 'udah', 'restonya', 'driver', 'nakal', 'fitnah', 'restonya', 'drivernya', 'pickup', 'orederan', 'its', 'oke', 'kalo', 'driver', 'nya', 'ngambil', 'order', 'nya', 'serah', 'yaa', 'fitnah', 'resto', 'sengaja', 'driver', 'fitur', 'tunggu', 'resto', 'ngefitnah', 'resto', 'tolong', 'baik']",-29,Negative
gopaylater blokir trs gapernah belanja aneh bayar blokir udh berkali kali hubungi cs habis kebuka pas pke langsung blokir udh berkalikali gitu gajelas bngt tolong perbaiki,"['gopaylater', 'blokir', 'trs', 'gapernah', 'belanja', 'aneh', 'bayar', 'blokir', 'udh', 'kali', 'kali', 'hubung', 'cs', 'habis', 'buka', 'pas', 'pke', 'langsung', 'blokir', 'udh', 'berkalikali', 'gitu', 'gajelas', 'bngt', 'tolong', 'baik']",-28,Negative
bintang karna buruk wilayah nya terbatas contoh kota betung banyuasin suport mohon perluas cabang kantor jasanya terimakasih,"['bintang', 'karna', 'buruk', 'wilayah', 'nya', 'batas', 'contoh', 'kota', 'betung', 'banyuasin', 'suport', 'mohon', 'luas', 'cabang', 'kantor', 'jasa', 'terimakasih']",-2,Negative
gopaylater pakai konfirmasi salah nya tagihan lancarkalo ga dipake tutup aja akunyamasih aplikasi,"['gopaylater', 'pakai', 'konfirmasi', 'salah', 'nya', 'tagih', 'lancarkalo', 'ga', 'dipake', 'tutup', 'aja', 'akunyamasih', 'aplikasi']",-9,Negative
performa nya kurangsaya telat kali aplikasi harga nya berubah gak jelastolong,"['performa', 'nya', 'kurangsaya', 'telat', 'kali', 'aplikasi', 'harga', 'nya', 'ubah', 'gak', 'jelastolong']",-6,Negative
membeli diskon voucher situ tulisannya potongan pas beli potongan harganya ribu kecewa banget pokonya,"['beli', 'diskon', 'voucher', 'situ', 'tulis', 'potong', 'pas', 'beli', 'potong', 'harga', 'ribu', 'kecewa', 'banget', 'poko']",0,Neutral
bagus aplikasi inisebab yg tdk kendaraanserasa merasakan pribadidan membantu cepat tujuan🙏🙏,"['bagus', 'aplikasi', 'inisebab', 'yg', 'tdk', 'kendaraanserasa', 'rasa', 'pribadidan', 'bantu', 'cepat', 'tuju']",-21,Negative
aplikasi bagus update peta gak sesuai perkembangan google maps jd mesti cari alamat tujuan ketik manual pakai titik koordinat,"['aplikasi', 'bagus', 'update', 'peta', 'gak', 'sesuai', 'kembang', 'google', 'maps', 'jd', 'mesti', 'cari', 'alamat', 'tuju', 'ketik', 'manual', 'pakai', 'titik', 'koordinat']",-15,Negative
tolong ditindak driver gofood yg sedekah via chat alasan anak masuk rs anak kecelakan butuh biaya risih mengganggu kali klo pesan diresto yg dapetnya dikasih tips berulang sedekah lg chat yg,"['tolong', 'tindak', 'driver', 'gofood', 'yg', 'sedekah', 'via', 'chat', 'alas', 'anak', 'masuk', 'rs', 'anak', 'cela', 'butuh', 'biaya', 'risih', 'ganggu', 'kali', 'klo', 'pesan', 'diresto', 'yg', 'dapetnya', 'kasih', 'tips', 'ulang', 'sedekah', 'lg', 'chat', 'yg']",-18,Negative
limit gopay later denda keterlambatan k limit gabisa dipakai beli pulsadata 👎 bagus limit denda keterlambatan k limit dipakai isi pulsadata gopay later blokir telat bayar engga aneh aja,"['limit', 'gopay', 'later', 'denda', 'lambat', 'k', 'limit', 'gabisa', 'pakai', 'beli', 'pulsadata', 'bagus', 'limit', 'denda', 'lambat', 'k', 'limit', 'pakai', 'isi', 'pulsadata', 'gopay', 'later', 'blokir', 'telat', 'bayar', 'engga', 'aneh', 'aja']",-18,Negative
kecewa laper malemnungguin makanangak jaraknya lo terimakasih menunggu makan angin,"['kecewa', 'laper', 'malemnungguin', 'makanangak', 'jarak', 'lo', 'terimakasih', 'tunggu', 'makan', 'angin']",-4,Negative
tagihan pbb bayar tgl juni sy kasih komen proses berhasilnya gak selesaikan kembalikan uangku biar bayar pakai aplikasi,"['tagih', 'pbb', 'bayar', 'tgl', 'juni', 'sy', 'kasih', 'komen', 'proses', 'hasil', 'gak', 'selesai', 'kembali', 'uang', 'biar', 'bayar', 'pakai', 'aplikasi']",-17,Negative
mantau pesanan drivernya jgn appnya krn wkt gue app status drivernya ga jalan ujug ujug udh nyampe rumah status appnya makanan siapkan sayang banget gue nyaman gunain gojek grab yg tolong bgt perbaiki,"['mantau', 'pesan', 'drivernya', 'jgn', 'appnya', 'krn', 'wkt', 'gue', 'app', 'status', 'drivernya', 'ga', 'jalan', 'ujug', 'ujug', 'udh', 'nyampe', 'rumah', 'status', 'appnya', 'makan', 'siap', 'sayang', 'banget', 'gue', 'nyaman', 'gunain', 'gojek', 'grab', 'yg', 'tolong', 'bgt', 'baik']",-1,Negative
tolong tampilannya transaksi berjalan gak dapet dicancel pesen kasian drivernya,"['tolong', 'tampil', 'transaksi', 'jalan', 'gak', 'dapet', 'dicancel', 'sen', 'kasi', 'drivernya']",-2,Negative
yg aja mahal bgt harga bs x lipat pakai parkir pakai biaya penanganan perbaiki aplikasi biar murah byk promo beralih shopee,"['yg', 'aja', 'mahal', 'bgt', 'harga', 'bs', 'x', 'lipat', 'pakai', 'parkir', 'pakai', 'biaya', 'tangan', 'baik', 'aplikasi', 'biar', 'murah', 'byk', 'promo', 'alih', 'shopee']",0,Neutral
order gofood nunggunya baget cancel ga uda nunggu cancel aplikasinya buang,"['order', 'gofood', 'nunggunya', 'baget', 'cancel', 'ga', 'uda', 'nunggu', 'cancel', 'aplikasi', 'buang']",-6,Negative
sumpah habis topup beli pulsa go pulsa beli pulsa masuk menggantung beli tanggal keterangan bilang menunggu × jam tolong tanggal pulsa masuk tolong diperbaiki gabisa cancel aja balikin saldo,"['sumpah', 'habis', 'topup', 'beli', 'pulsa', 'go', 'pulsa', 'beli', 'pulsa', 'masuk', 'gantung', 'beli', 'tanggal', 'terang', 'bilang', 'tunggu', 'jam', 'tolong', 'tanggal', 'pulsa', 'masuk', 'tolong', 'baik', 'gabisa', 'cancel', 'aja', 'balikin', 'saldo']",-51,Negative
tolong csnya bot pesan cepat gitu error alamat pesen gofood tolonglah ubah alamat nggak minimal chat restoran ubah kacau kecewa pelayaan csnya aja bot chat cepat alamat otomatisnya error alamat restoran yg ku check promonya,"['tolong', 'csnya', 'bot', 'pesan', 'cepat', 'gitu', 'error', 'alamat', 'sen', 'gofood', 'tolong', 'ubah', 'alamat', 'nggak', 'minimal', 'chat', 'restoran', 'ubah', 'kacau', 'kecewa', 'pelayaan', 'csnya', 'aja', 'bot', 'chat', 'cepat', 'alamat', 'otomatis', 'error', 'alamat', 'restoran', 'yg', 'ku', 'check', 'promonya']",-30,Negative
promo lumayan pesen makan mager lucu deh klo belanja go mart pas masukin keranjang harga promo pas chek out harga normalkluar apl masuk harga promo pas check out harga normal,"['promo', 'lumayan', 'sen', 'makan', 'mager', 'lucu', 'deh', 'klo', 'belanja', 'go', 'mart', 'pas', 'masukin', 'keranjang', 'harga', 'promo', 'pas', 'chek', 'out', 'harga', 'normalkluar', 'apl', 'masuk', 'harga', 'promo', 'pas', 'check', 'out', 'harga', 'normal']",17,Positive
lengah yg terbaik tuk pelanggan setia gojek jgn pilih sm pelanggan kaum semangattt insyaallah jd yg terbaik aamiin😇🥰,"['lengah', 'yg', 'baik', 'tuk', 'langgan', 'setia', 'gojek', 'jgn', 'pilih', 'sm', 'langgan', 'kaum', 'semangattt', 'insyaallah', 'jd', 'yg', 'baik', 'aamiin']",-4,Negative
aplikasi bagus kadang manggil driver yg yg nunggu boros,"['aplikasi', 'bagus', 'kadang', 'manggil', 'driver', 'yg', 'yg', 'nunggu', 'boros']",-9,Negative
parah banget nic gojek aplikasinya eror ngak pesan makantiba langsung aplikasi order liat promo aja hubungi pusat bantuan susah bgt super mengecewahkan banget 👎,"['parah', 'banget', 'nic', 'gojek', 'aplikasi', 'eror', 'ngak', 'pesan', 'makantiba', 'langsung', 'aplikasi', 'order', 'liat', 'promo', 'aja', 'hubung', 'pusat', 'bantu', 'susah', 'bgt', 'super', 'mengecewahkan', 'banget']",-21,Negative
gua transfer gopay dana gk masuk masuk tulisan proses terussssss semalem skrng gk masuk masuk ssya udh liat riwayat komplain hasil nya nihil aja proses,"['gua', 'transfer', 'gopay', 'dana', 'gk', 'masuk', 'masuk', 'tulis', 'proses', 'terussssss', 'semalem', 'skrng', 'gk', 'masuk', 'masuk', 'ssya', 'udh', 'liat', 'riwayat', 'komplain', 'hasil', 'nya', 'nihil', 'aja', 'proses']",-10,Negative
pelayanan go food nya lemot kelaparan nunggu makanan datangnya,"['layan', 'go', 'food', 'nya', 'lot', 'lapar', 'nunggu', 'makan', 'datang']",-16,Negative
pakai gofood jarang goridegocar trauma mengendarai kendaraan celaka masukan promo gofood voucher gratis ongkirpotongan ongkir driver oren,"['pakai', 'gofood', 'jarang', 'goridegocar', 'trauma', 'kendara', 'kendara', 'celaka', 'masuk', 'promo', 'gofood', 'voucher', 'gratis', 'ongkirpotongan', 'ongkir', 'driver', 'oren']",-3,Negative
kecewa sih pelayanan goofod kebanyakan driver off akuntidak ambil order hujan gerimis keterangan menemukan driver jam jarak km,"['kecewa', 'sih', 'layan', 'goofod', 'banyak', 'driver', 'off', 'akuntidak', 'ambil', 'order', 'hujan', 'gerimis', 'terang', 'temu', 'driver', 'jam', 'jarak', 'km']",-15,Negative
voucher otomatis batal app terbaru🤬 tambahan refund voucher tokopedia now update diprank menu promo gofood diskon resto,"['voucher', 'otomatis', 'batal', 'app', 'baru', 'tambah', 'refund', 'voucher', 'tokopedia', 'now', 'update', 'diprank', 'menu', 'promo', 'gofood', 'diskon', 'resto']",12,Positive
tolong gojek diutamakan penjemputan penumpang pesan aplikasi gojek penumpang sampe tujuan selamat terlambat kerja,"['tolong', 'gojek', 'utama', 'jemput', 'tumpang', 'pesan', 'aplikasi', 'gojek', 'tumpang', 'sampe', 'tuju', 'selamat', 'lambat', 'kerja']",-5,Negative
ya yg gocar prioritas penjemputny pdhl estimasinya menit posisi gocarnya bangettpi nyampe mnit mending cepat drpd prioritas,"['ya', 'yg', 'gocar', 'prioritas', 'penjemputny', 'pdhl', 'estimasi', 'menit', 'posisi', 'gocarnya', 'bangettpi', 'nyampe', 'mnit', 'mending', 'cepat', 'drpd', 'prioritas']",-2,Negative
penjemputanhargalokasi sesuaiudah bagus cuman muak aja sumpah pas gerimis pas mendung pas ujan ga nyampol driver kecewa sih driver sibuk yg diem mangkal ga myampol driver puntolong perbaiki inimau cuaca kaya panas atou ujan kalo bawa jas ya trima aja suka ngasih tipgocar hujan susah dapet nya kalo ga sibuk alasannya maps hhatolong perbaiki,"['penjemputanhargalokasi', 'sesuaiudah', 'bagus', 'cuman', 'muak', 'aja', 'sumpah', 'pas', 'gerimis', 'pas', 'mendung', 'pas', 'ujan', 'ga', 'nyampol', 'driver', 'kecewa', 'sih', 'driver', 'sibuk', 'yg', 'diem', 'mangkal', 'ga', 'myampol', 'driver', 'puntolong', 'baik', 'inimau', 'cuaca', 'kaya', 'panas', 'atou', 'ujan', 'kalo', 'bawa', 'jas', 'ya', 'trima', 'aja', 'suka', 'ngasih', 'tipgocar', 'hujan', 'susah', 'dapet', 'nya', 'kalo', 'ga', 'sibuk', 'alas', 'maps', 'hhatolong', 'baik']",-23,Negative
bintang khusus pt mab karna naikan limit kasih gopay pinjam gopay later pilih tenor mengecewakan bertransaksi gopay pinjam pakai tenor sungguh sistem ga singkron pakai kupon tenor tokopedia pt mab sdm nya rendah histori pemakaian sistem memakai otak tenor rubah 🌟,"['bintang', 'khusus', 'pt', 'mab', 'karna', 'naik', 'limit', 'kasih', 'gopay', 'pinjam', 'gopay', 'later', 'pilih', 'tenor', 'kecewa', 'transaksi', 'gopay', 'pinjam', 'pakai', 'tenor', 'sungguh', 'sistem', 'ga', 'singkron', 'pakai', 'kupon', 'tenor', 'tokopedia', 'pt', 'mab', 'sdm', 'nya', 'rendah', 'histori', 'pakai', 'sistem', 'pakai', 'otak', 'tenor', 'rubah']",-12,Negative
cba tolong fitur khusus pengiriman frozen food motor bawa kg frozen pakai box khusus g cair mobil sediakan mobil thermoking laris pengguna krn apk oren sbelah bermasalah apk ungu ribet eror responnya,"['cba', 'tolong', 'fitur', 'khusus', 'kirim', 'frozen', 'food', 'motor', 'bawa', 'kg', 'frozen', 'pakai', 'box', 'khusus', 'g', 'cair', 'mobil', 'sedia', 'mobil', 'thermoking', 'laris', 'guna', 'krn', 'apk', 'oren', 'sbelah', 'masalah', 'apk', 'ungu', 'ribet', 'eror', 'responnya']",-11,Negative
terkadang yg hemat cancel saran klo jarak yg muncul hemat apk jd customer tdk d cancel driver jg seimbang jarak biaya,"['terkadang', 'yg', 'hemat', 'cancel', 'saran', 'klo', 'jarak', 'yg', 'muncul', 'hemat', 'apk', 'jd', 'customer', 'tdk', 'd', 'cancel', 'driver', 'jg', 'imbang', 'jarak', 'biaya']",-18,Negative
mengecewakan order gocar mitra dihubungi tibatiba dicancel minimal tinggal chat,"['kecewa', 'order', 'gocar', 'mitra', 'hubung', 'tibatiba', 'dicancel', 'minimal', 'tinggal', 'chat']",-10,Negative
terima kasih gojek bermitra apk saran apk cobalah perbaiki sistem yg adil smua dri customer driver customer simpel ajalo klo gocar hemat ngejemput tgl ubah lo reguler gocar prioritas yg comfort apk balikan aja jrk yg ongkos murah emang ga ogah ogahan jemputnya terima kasih apk gojek indonesia yg plus minusnya izin pamit baskoro,"['terima', 'kasih', 'gojek', 'mitra', 'apk', 'saran', 'apk', 'coba', 'baik', 'sistem', 'yg', 'adil', 'smua', 'dri', 'customer', 'driver', 'customer', 'simpel', 'ajalo', 'klo', 'gocar', 'hemat', 'ngejemput', 'tgl', 'ubah', 'lo', 'reguler', 'gocar', 'prioritas', 'yg', 'comfort', 'apk', 'balik', 'aja', 'jrk', 'yg', 'ongkos', 'murah', 'emang', 'ga', 'ogah', 'ogah', 'jemput', 'terima', 'kasih', 'apk', 'gojek', 'indonesia', 'yg', 'plus', 'minus', 'izin', 'pamit', 'baskoro']",-27,Negative
kalo supir batalkan angkutan memesan ulang harga kalo supir membatalkan pesanan konpensasi gojek gojek penyedia aplikasi sungguh fair,"['kalo', 'supir', 'batal', 'angkut', 'mes', 'ulang', 'harga', 'kalo', 'supir', 'batal', 'pesan', 'konpensasi', 'gojek', 'gojek', 'sedia', 'aplikasi', 'sungguh', 'fair']",-9,Negative
biaya perjalan biar safety ujung nya turunin cmn gg jalan raya niata pulang kerja jam an malem langsung pulang rumah gk jalan kaki jalan raya rumah jarak nya lumayan pakai kendaran bermotor ehh cmn dianter gg jalan raya aja tau gtu mending naek angkutan turun dpn jalan raya jalan raya jalan kaki dah ampe rumah jalan raya rumah jarak nya lumayan deket tetep aja jam sgtu rawan,"['biaya', 'jalan', 'biar', 'safety', 'ujung', 'nya', 'turunin', 'cmn', 'gg', 'jalan', 'raya', 'niata', 'pulang', 'kerja', 'jam', 'an', 'malem', 'langsung', 'pulang', 'rumah', 'gk', 'jalan', 'kaki', 'jalan', 'raya', 'rumah', 'jarak', 'nya', 'lumayan', 'pakai', 'kendaran', 'motor', 'ehh', 'cmn', 'anter', 'gg', 'jalan', 'raya', 'aja', 'tau', 'gtu', 'mending', 'naek', 'angkut', 'turun', 'dpn', 'jalan', 'raya', 'jalan', 'raya', 'jalan', 'kaki', 'dah', 'ampe', 'rumah', 'jalan', 'raya', 'rumah', 'jarak', 'nya', 'lumayan', 'deket', 'tetep', 'aja', 'jam', 'sgtu', 'rawan']",-14,Negative
